payment_id,customer_id,customer_name,amount,currency,status,payment_date,subscription_id,description,failure_code,refund_id,dispute_id
pi_e77d8910619c1d,cus_28d165c6bb7575,CoreStack,-62,USD,refunded,2023-12-28,sub_7e69aa118c,Refund for pi_12db4b83e8c220,,re_075c8cb59e,
pi_8adbcd0cdb6293,cus_656d3329f31406,Clearview Analytics Inc.,63,USD,succeeded,2024-01-01,sub_cd0cf8da28,Monthly subscription - Starter Plan,,,
pi_86e5e144878004,cus_fc7cb515172c3f,Horizon Media Partners,68,USD,succeeded,2024-01-01,sub_af2e369163,Monthly subscription - Starter Plan,,,
pi_f8f4f7719b8868,cus_20a9a2d72c1646,Redwood Mfg Corp,67,USD,succeeded,2024-01-01,sub_e620412cfa,Monthly subscription - Starter Plan,,,
pi_8b67ccbc5c0c7f,cus_ghost_5,Cascadia Net,63,AUD,failed,2024-01-01,sub_9b8c80d074,Monthly subscription - Starter Plan,card_declined,,
pi_5dcc41ae15da10,cus_ghost_6,PolarStar Technology,69,USD,failed,2024-01-01,sub_c58d63b332,Monthly subscription - Starter Plan,expired_card,,
pi_bb9154b97e3f46,cus_f88e876a7749d4,Ironclad Sec,66,USD,succeeded,2024-01-01,sub_27caaeec6e,Monthly subscription - Starter Plan,,,
pi_53091f7c1801ba,cus_28d165c6bb7575,CoreStack,62,USD,succeeded,2024-01-01,sub_7e69aa118c,Monthly subscription - Starter Plan,,,
pi_805b978b567686,cus_afea4918a663f0,Pulse Analytics Inc.,53,USD,succeeded,2024-01-01,sub_5d05c93890,Monthly subscription - Starter Plan,,,
pi_c533c1212bd0e6,cus_49f892848d5506,Alpine Data,2150,USD,succeeded,2024-01-01,sub_1df0c5b2ab,Subscription payment,,,
pi_a241499c7b6528,cus_4bdda14d2d6aa7,Cortex Auto,56,USD,succeeded,2024-01-01,sub_1867a8071b,Monthly subscription - Starter Plan,,,
pi_d2aa1712d4800f,cus_53aa5eb0f9eb6e,HealthGrid Inc.,53,USD,succeeded,2024-01-01,sub_7d5a6231b7,Monthly subscription - Starter Plan,,,
pi_cb67635454a296,cus_d661a5c98932e5,Aether Med,63,USD,succeeded,2024-01-01,sub_ba46d8e7ad,Monthly subscription - Starter Plan,,,
pi_2e1172faa77b32,cus_425a23857e9b77,BankTech,51,USD,succeeded,2024-01-01,sub_daa8ac401c,Monthly subscription - Starter Plan,,,
pi_e5284e97ceeb62,cus_397bd1e727420b,TrustBank,64,USD,succeeded,2024-01-01,sub_ef475056d1,Monthly subscription - Starter Plan,,,dp_6b257
pi_8527758ebe4eb0,cus_d23233d42ad301,Kanto Mfg,66,JPY,succeeded,2024-01-01,sub_8c4c809c3a,Monthly subscription - Starter Plan,,,
pi_64187c8ff3aae1,cus_3753939a4f97d8,AcademiQ Solutions,62,AUD,succeeded,2024-01-01,sub_700c2ec393,Monthly subscription - Starter Plan,,,
pi_12b96a6f24e5a4,cus_d228bb47ea4295,Lumina,60,USD,succeeded,2024-01-01,sub_01cc29df09,Monthly subscription - Starter Plan,,,
pi_93c138551045eb,cus_54403fe2e35a9c,Renewable Dyn.,60,USD,succeeded,2024-01-01,sub_a6d0056d24,Monthly subscription - Starter Plan,,,
pi_c865a0c0ab1dca,cus_61339e5e193c12,Novatech,61,USD,succeeded,2024-01-02,sub_5b2bbb711f,Monthly subscription - Starter Plan,,,
pi_eae68ea13beaa5,cus_ghost_7,Obsidian Group LLC,67,USD,succeeded,2024-01-02,sub_3684625d41,Monthly subscription - Starter Plan,,,
pi_fe18ca6fb20f1f,cus_9020abd1d1f8d9,ByteForge Inc.,66,USD,succeeded,2024-01-02,sub_79bfcc835a,Monthly subscription - Starter Plan,,,
pi_fffbfca596dd74,cus_da69f8f2ac6cd5,Datastream,66,USD,succeeded,2024-01-02,sub_082927fb5e,Monthly subscription - Starter Plan,,,
pi_ed3cd97ba029b0,cus_1fce00a7160523,TerraForm,50,USD,succeeded,2024-01-02,sub_5835f65a6f,Monthly subscription - Starter Plan,,,
pi_7e60d489d2f8f0,cus_ca46d5c407c864,Codex,66,USD,succeeded,2024-01-02,sub_d3d6ccf329,Monthly subscription - Starter Plan,,,
pi_c236bfac93cba3,cus_0af1ed0232ce76,Zenith AI Corp,57,JPY,failed,2024-01-02,sub_31b0ff9670,Monthly subscription - Starter Plan,card_declined,,
pi_056cfb0153c510,cus_7fb8d86cdb7ad4,Sapient,66,USD,succeeded,2024-01-02,sub_392d0da389,Monthly subscription - Starter Plan,,,
pi_0183edb37c4bb7,cus_e0e16b0264d295,Pacific Health,53,JPY,succeeded,2024-01-02,sub_112236cdfd,Monthly subscription - Starter Plan,,,
pi_ec33d4ba87535d,cus_2546a13062823d,MedBridge,66,AUD,succeeded,2024-01-02,sub_e3d9a890b3,Monthly subscription - Starter Plan,,,
pi_f4e7054e07062a,cus_3fdcf6b3bb3868,Precision Dynamics Corp,68,USD,succeeded,2024-01-02,sub_928cb3fcc0,Monthly subscription - Starter Plan,,,
pi_b5c23ebc8f2823,cus_3c543e2cfb5971,EduNova Group,55,USD,succeeded,2024-01-02,sub_c23a9bafb0,Monthly subscription - Starter Plan,,,
pi_c7799bdf3ea2ee,cus_675db60f9af48a,Prism Software Solutions,51,USD,failed,2024-01-03,sub_9b1aca151b,Monthly subscription - Starter Plan,insufficient_funds,,
pi_9a67d9efb8690a,cus_7c6020d8856b60,Summit Financial Group,54,USD,succeeded,2024-01-03,sub_91118757bc,Monthly subscription - Starter Plan,,,
pi_662a9794667a85,cus_a816a82c8aae85,Vertex Engineering Ltd.,54,USD,succeeded,2024-01-03,sub_efa3859148,Monthly subscription - Starter Plan,,,
pi_f48c0a6545818f,cus_2121d650de2061,Stratos Cloud Services,66,USD,succeeded,2024-01-03,sub_7af8bfbb0a,Monthly subscription - Starter Plan,,,
pi_69119d5b40985c,cus_92e54220d7077f,Pinnacle Retail Group,60,USD,succeeded,2024-01-03,sub_8778752b97,Monthly subscription - Starter Plan,,,
pi_ab271afbabd904,cus_fa516f48fe8eac,CloudPeak,58,USD,succeeded,2024-01-03,sub_16b99e0951,Monthly subscription - Starter Plan,,,
pi_95256327d6a850,cus_486ef83cac3666,Orbis Technology,68,USD,failed,2024-01-03,sub_f8c19d5820,Monthly subscription - Starter Plan,card_declined,,
pi_65efc33fb612b2,cus_d393f6b7110b8b,Kinetic Sys,69,AUD,succeeded,2024-01-03,sub_18a0b19d7a,Monthly subscription - Starter Plan,,,
pi_9d76ac028e5de1,cus_b62736a32e44c9,DragonCloud,60,AUD,succeeded,2024-01-03,sub_08673992b8,Monthly subscription - Starter Plan,,,
pi_47d0f78efe9429,cus_d9fbf396c0c3d6,BioSync,52,USD,succeeded,2024-01-03,sub_6f2a477bb0,Monthly subscription - Starter Plan,,,
pi_695ddc36b3e6f5,cus_1c8cc503d42203,Finova,60,AUD,succeeded,2024-01-03,sub_8d01119f31,Monthly subscription - Starter Plan,,,
pi_6a962c3811bcd8,cus_ef28b4e49fb1c9,Forge Ind.,68,USD,succeeded,2024-01-03,sub_6c7e49c596,Monthly subscription - Starter Plan,,,
pi_ae76e3df0af84b,cus_085ba87bc5cb47,Titan Mfg,58,USD,succeeded,2024-01-03,sub_39c2e6dbd6,Monthly subscription - Starter Plan,,,
pi_37888c4f0c2ac0,cus_5dbb4a611e9145,Retail Edge Corp,55,USD,succeeded,2024-01-03,sub_c76073fe72,Monthly subscription - Starter Plan,,,
pi_f9dd1298146eaa,cus_b7b9e7fc99ae5a,Vanguard,68,USD,succeeded,2024-01-03,sub_5de6d7f0b9,Monthly subscription - Starter Plan,,,
pi_226c05c6645970,cus_45828f9300ba1f,Quantum Dynamics Inc.,63,USD,failed,2024-01-04,sub_995cb41c3d,Monthly subscription - Starter Plan,insufficient_funds,,
pi_e929fce1c78a21,cus_8493bd819465d4,Meridian Health,66,USD,succeeded,2024-01-04,sub_325dd6bd3a,Monthly subscription - Starter Plan,,,
pi_6c1f8244420aa3,cus_8e965c4a5a1ff7,Catalyst Innovation Labs,57,JPY,failed,2024-01-04,sub_120663e046,Monthly subscription - Starter Plan,card_declined,,
pi_2ff60e1b9df356,cus_ghost_4,Brightfield Corporation,60,USD,succeeded,2024-01-04,sub_4fb9b3c76e,Monthly subscription - Starter Plan,,,
pi_840f366837c784,cus_a609b8456151ef,Arcus Tech,57,USD,succeeded,2024-01-04,sub_7bc37569b5,Monthly subscription - Starter Plan,,,
pi_942228ea27fdf6,cus_03b63c8ec36c89,Aurora Technology,53,JPY,succeeded,2024-01-04,sub_b2d72b2ada,Monthly subscription - Starter Plan,,,dp_9939a
pi_3b634917fb0d02,cus_0c2c7b64957917,Verdant Sys,57,USD,succeeded,2024-01-04,sub_f4dc3e34f6,Monthly subscription - Starter Plan,,,
pi_8397a17d736f77,cus_03177a5b150677,Helix,49,USD,succeeded,2024-01-04,sub_daaf6f92c1,Monthly subscription - Starter Plan,,,
pi_04cdc0cac2e41a,cus_549285f1446fff,Cirrus Logic,68,USD,succeeded,2024-01-04,sub_514ae80358,Monthly subscription - Starter Plan,,,
pi_83640ddb1d39a5,cus_460e467bcc54c2,Wavelength,64,USD,succeeded,2024-01-04,sub_9604100bc0,Monthly subscription - Starter Plan,,,
pi_145d11d2a11304,cus_4d275f821fb9e6,CarePath,56,USD,succeeded,2024-01-04,sub_7795bb1a56,Monthly subscription - Starter Plan,,,
pi_565d80b553c7de,cus_3c018223c50af7,TrueHealth,60,USD,succeeded,2024-01-04,sub_f4ee1e5c39,Monthly subscription - Starter Plan,,,
pi_3c81ab2f9d23a1,cus_8012243767b881,PulsePoint,49,USD,succeeded,2024-01-04,sub_a766b47cb7,Monthly subscription - Starter Plan,,,
pi_4bd759f638fbb7,cus_23fcd751d708ae,Fidelity Bridge Inc.,67,USD,succeeded,2024-01-04,sub_c6daeeeb23,Monthly subscription - Starter Plan,,,
pi_e57f949c40cbd7,cus_2c6d86bb24f217,Fortis Capital,65,USD,succeeded,2024-01-04,sub_42af34ea48,Monthly subscription - Starter Plan,,,
pi_1fc087d4e6648b,cus_4e95c3eae9443f,Pacific Wealth Partners,66,AUD,succeeded,2024-01-04,sub_369efcca5c,Monthly subscription - Starter Plan,,,
pi_73ae10722f30fd,cus_c34f1493b1fb89,Steelbridge,65,USD,succeeded,2024-01-04,sub_e9a23b0810,Monthly subscription - Starter Plan,,,
pi_627041adb2e55f,cus_1940a0c5e46868,Bazaar Tech,56,AUD,succeeded,2024-01-04,sub_f46e202ec1,Monthly subscription - Starter Plan,,,
pi_159826512ae062,cus_d45952b929bb5d,LearnSphere Inc.,69,USD,succeeded,2024-01-04,sub_1ecde13b6d,Monthly subscription - Starter Plan,,,
pi_5d05fe4be30610,cus_54087ad7128ce3,Amplify,50,USD,succeeded,2024-01-04,sub_c9abd36e4c,Monthly subscription - Starter Plan,,,
pi_6b881982a8428e,cus_04a8cee6eac471,Spectrum,50,USD,succeeded,2024-01-04,sub_d05167c2a4,Monthly subscription - Starter Plan,,,
pi_f90531ace066a3,cus_ac3f0bdf7f4f53,Solaris,51,USD,succeeded,2024-01-04,sub_8c6ddc6466,Monthly subscription - Starter Plan,,,
pi_056943ec138264,cus_fb1bef5252b66f,Atlas Logistics,54,USD,succeeded,2024-01-05,sub_de6d830fb3,Monthly subscription - Starter Plan,,,
pi_095bc2b4a0a209,cus_d80d5ae55812c6,Lumin Digital,64,USD,failed,2024-01-05,sub_26db10a77a,Monthly subscription - Starter Plan,card_declined,,
pi_823ae4633f3134,cus_e83048a79b4be7,Silverline Technology,64,USD,succeeded,2024-01-05,sub_ec65755003,Monthly subscription - Starter Plan,,,
pi_5abe09fc4d5ca3,cus_8467288c9dd76f,Nextera,50,USD,succeeded,2024-01-05,sub_c6d2bdec89,Monthly subscription - Starter Plan,,,
pi_87fd608652c953,cus_308ff12808d563,Vanta,55,USD,succeeded,2024-01-05,sub_5b96a14675,Monthly subscription - Starter Plan,,,
pi_9bb06ab3da9d78,cus_a4bfb38cd70160,DigitalBridge,60,USD,succeeded,2024-01-05,sub_0e67e24c5e,Monthly subscription - Starter Plan,,,
pi_9c85170255e617,cus_c20373b3e08f3a,EdgePoint,68,JPY,failed,2024-01-05,sub_dfdf08b26a,Monthly subscription - Starter Plan,insufficient_funds,,
pi_756a1485abdbc3,cus_8e93322e1dfccd,Vitality Health,58,USD,succeeded,2024-01-05,sub_ffa4dfa4d8,Monthly subscription - Starter Plan,,,
pi_1ebf4ce989c83b,cus_2613a2523e4d01,Centric Health Solutions,66,USD,succeeded,2024-01-05,sub_86c8aeec5c,Monthly subscription - Starter Plan,,,
pi_278bac06c3b07c,cus_af6f3ae811966c,Moneta,49,USD,succeeded,2024-01-05,sub_b7dee5269c,Monthly subscription - Starter Plan,,,
pi_a1eb5d92c1ecb0,cus_25d8df1093fb4a,LatAm Financial Services,69,USD,succeeded,2024-01-05,sub_1e544494fa,Monthly subscription - Starter Plan,,,
pi_d66513d1fae2e4,cus_65fe531d7e9deb,Rhine Ind.,50,USD,succeeded,2024-01-05,sub_cdfe55943d,Monthly subscription - Starter Plan,,,
pi_e6c6576c4c13e0,cus_8243ef070cc09c,Andean Mfg,67,USD,succeeded,2024-01-05,sub_143c9dee5a,Monthly subscription - Starter Plan,,,
pi_8a63a9d4c14674,cus_8bccfb746f547d,Pacific Mart,54,JPY,succeeded,2024-01-05,sub_71571c1ef5,Monthly subscription - Starter Plan,,,
pi_9d701120cf548d,cus_641062fc0b815f,Beacon Retail Group,67,USD,succeeded,2024-01-05,sub_8c365ec864,Monthly subscription - Starter Plan,,,
pi_3e5c487a2bbbd2,cus_bcd1a48ba09bfc,Stratton,61,USD,succeeded,2024-01-05,sub_4e048165b8,Monthly subscription - Starter Plan,,,
pi_a05bd66444598d,cus_8e965c4a5a1ff7,Catalyst Innovation Labs,57,JPY,succeeded,2024-01-05,sub_120663e046,Monthly subscription - Starter Plan,,,
pi_0d6a18740ab97e,cus_45828f9300ba1f,Quantum Dynamics Inc.,63,USD,succeeded,2024-01-06,sub_995cb41c3d,Monthly subscription - Starter Plan,,,
pi_04ca199a4c1791,cus_0af1ed0232ce76,Zenith AI Corp,57,JPY,succeeded,2024-01-07,sub_31b0ff9670,Monthly subscription - Starter Plan,,,
pi_89c860276ad560,cus_675db60f9af48a,Prism Software Solutions,51,USD,succeeded,2024-01-08,sub_9b1aca151b,Monthly subscription - Starter Plan,,,
pi_98ca03089947f8,cus_2613a2523e4d01,Centric Health Solutions,66,USD,refunded,2024-01-22,sub_86c8aeec5c,Refund for payment pi_1ebf4ce989c83b,,re_bae576acbd,
pi_17acfb321da805,cus_2546a13062823d,MedBridge,66,AUD,refunded,2024-01-29,sub_e3d9a890b3,Refund for payment pi_ec33d4ba87535d,,re_9578d84eb6,
pi_c0326967ac8340,cus_7c6020d8856b60,Summit Financial Group,54,USD,succeeded,2024-02-01,sub_91118757bc,Monthly subscription - Starter Plan,,,
pi_ea991abe44f51e,cus_fc7cb515172c3f,Horizon Media Partners,68,USD,succeeded,2024-02-01,sub_af2e369163,Monthly subscription - Starter Plan,,,
pi_05ed848c01ee49,cus_2121d650de2061,Stratos Cloud Services,66,USD,succeeded,2024-02-01,sub_7af8bfbb0a,Monthly subscription - Starter Plan,,,
pi_b93075b1bd2994,cus_92e54220d7077f,Pinnacle Retail Group,60,USD,succeeded,2024-02-01,sub_8778752b97,Monthly subscription - Starter Plan,,,
pi_d87b55afe37d19,cus_ghost_4,Brightfield Corporation,60,USD,succeeded,2024-02-01,sub_4fb9b3c76e,Monthly subscription - Starter Plan,,,
pi_d006339d2ab63d,cus_f88e876a7749d4,Ironclad Sec,66,USD,succeeded,2024-02-01,sub_27caaeec6e,Monthly subscription - Starter Plan,,,
pi_c44c57e7125a3a,cus_8467288c9dd76f,Nextera,50,USD,refunded,2024-02-01,sub_c6d2bdec89,Monthly subscription - Starter Plan,,,
pi_ae617394824b0e,cus_a609b8456151ef,Arcus Tech,57,USD,succeeded,2024-02-01,sub_7bc37569b5,Monthly subscription - Starter Plan,,,
pi_6d90003351ef89,cus_1fce00a7160523,TerraForm,50,USD,succeeded,2024-02-01,sub_5835f65a6f,Monthly subscription - Starter Plan,,,
pi_ae2a01457d134d,cus_486ef83cac3666,Orbis Technology,68,USD,succeeded,2024-02-01,sub_f8c19d5820,Monthly subscription - Starter Plan,,,
pi_2aa39732b41956,cus_03b63c8ec36c89,Aurora Technology,53,JPY,succeeded,2024-02-01,sub_b2d72b2ada,Monthly subscription - Starter Plan,,,
pi_9b32515d37e5d3,cus_549285f1446fff,Cirrus Logic,68,USD,succeeded,2024-02-01,sub_514ae80358,Monthly subscription - Starter Plan,,,
pi_20d2b63f177498,cus_7fb8d86cdb7ad4,Sapient,66,USD,succeeded,2024-02-01,sub_392d0da389,Monthly subscription - Starter Plan,,,
pi_f53dcf93e9ad6e,cus_8e93322e1dfccd,Vitality Health,58,USD,succeeded,2024-02-01,sub_ffa4dfa4d8,Monthly subscription - Starter Plan,,,
pi_fade0e13281aa5,cus_2613a2523e4d01,Centric Health Solutions,66,USD,refunded,2024-02-01,sub_86c8aeec5c,Monthly subscription - Starter Plan,,,
pi_56ed74bd98037d,cus_2546a13062823d,MedBridge,66,AUD,succeeded,2024-02-01,sub_e3d9a890b3,Monthly subscription - Starter Plan,,,
pi_6faabcd48eb8a4,cus_4e95c3eae9443f,Pacific Wealth Partners,66,AUD,succeeded,2024-02-01,sub_369efcca5c,Monthly subscription - Starter Plan,,,
pi_e0767c6bc20f94,cus_25d8df1093fb4a,LatAm Financial Services,69,USD,succeeded,2024-02-01,sub_1e544494fa,Monthly subscription - Starter Plan,,,
pi_2f5b3e285a175f,cus_c34f1493b1fb89,Steelbridge,65,USD,succeeded,2024-02-01,sub_e9a23b0810,Monthly subscription - Starter Plan,,,
pi_96b9d7fba13832,cus_bcd1a48ba09bfc,Stratton,61,USD,succeeded,2024-02-01,sub_4e048165b8,Monthly subscription - Starter Plan,,,
pi_a5a68092b400e5,cus_fb1bef5252b66f,Atlas Logistics,54,USD,succeeded,2024-02-02,sub_de6d830fb3,Monthly subscription - Starter Plan,,,
pi_e007e148ce48c0,cus_675db60f9af48a,Prism Software Solutions,51,USD,succeeded,2024-02-02,sub_9b1aca151b,Monthly subscription - Starter Plan,,,
pi_1677f1f553acad,cus_a816a82c8aae85,Vertex Engineering Ltd.,54,USD,succeeded,2024-02-02,sub_efa3859148,Monthly subscription - Starter Plan,,,
pi_f0cdeae4096867,cus_ghost_7,Obsidian Group LLC,67,USD,succeeded,2024-02-02,sub_3684625d41,Monthly subscription - Starter Plan,,,
pi_97155a3402361f,cus_d393f6b7110b8b,Kinetic Sys,69,AUD,failed,2024-02-02,sub_18a0b19d7a,Monthly subscription - Starter Plan,card_declined,,
pi_229d7794eaf016,cus_03177a5b150677,Helix,49,USD,succeeded,2024-02-02,sub_daaf6f92c1,Monthly subscription - Starter Plan,,,
pi_ae7d3d97bbac14,cus_d661a5c98932e5,Aether Med,63,USD,succeeded,2024-02-02,sub_ba46d8e7ad,Monthly subscription - Starter Plan,,,
pi_4965308d900a07,cus_3c018223c50af7,TrueHealth,60,USD,succeeded,2024-02-02,sub_f4ee1e5c39,Monthly subscription - Starter Plan,,,
pi_c6dae9bf591a2f,cus_23fcd751d708ae,Fidelity Bridge Inc.,67,USD,succeeded,2024-02-02,sub_c6daeeeb23,Monthly subscription - Starter Plan,,,
pi_09683c4fc32c81,cus_425a23857e9b77,BankTech,51,USD,succeeded,2024-02-02,sub_daa8ac401c,Monthly subscription - Starter Plan,,,
pi_703baa4d20c52a,cus_af6f3ae811966c,Moneta,49,USD,succeeded,2024-02-02,sub_b7dee5269c,Monthly subscription - Starter Plan,,,
pi_f2f6d691ff3bea,cus_085ba87bc5cb47,Titan Mfg,58,USD,succeeded,2024-02-02,sub_39c2e6dbd6,Monthly subscription - Starter Plan,,,
pi_356866f2a6b648,cus_3fdcf6b3bb3868,Precision Dynamics Corp,68,USD,succeeded,2024-02-02,sub_928cb3fcc0,Monthly subscription - Starter Plan,,,
pi_8c58ac1731dc78,cus_d23233d42ad301,Kanto Mfg,66,JPY,succeeded,2024-02-02,sub_8c4c809c3a,Monthly subscription - Starter Plan,,,
pi_481f6f13ed1749,cus_641062fc0b815f,Beacon Retail Group,67,USD,succeeded,2024-02-02,sub_8c365ec864,Monthly subscription - Starter Plan,,,
pi_5939c6a9355a07,cus_b7b9e7fc99ae5a,Vanguard,68,USD,succeeded,2024-02-02,sub_5de6d7f0b9,Monthly subscription - Starter Plan,,,
pi_7faa8adfc903ea,cus_45828f9300ba1f,Quantum Dynamics Inc.,63,USD,succeeded,2024-02-03,sub_995cb41c3d,Monthly subscription - Starter Plan,,,
pi_be75b56d9b8574,cus_28d165c6bb7575,CoreStack,62,USD,succeeded,2024-02-03,sub_7e69aa118c,Monthly subscription - Starter Plan,,,
pi_5cf2ec4a464c53,cus_afea4918a663f0,Pulse Analytics Inc.,53,USD,succeeded,2024-02-03,sub_5d05c93890,Monthly subscription - Starter Plan,,,
pi_0beb0c4942e147,cus_49f892848d5506,Alpine Data,53,USD,succeeded,2024-02-03,sub_1df0c5b2ab,Monthly subscription - Starter Plan,,,
pi_69421bdad0c7ea,cus_0af1ed0232ce76,Zenith AI Corp,57,JPY,succeeded,2024-02-03,sub_31b0ff9670,Monthly subscription - Starter Plan,,,
pi_ad88cd0c9a5940,cus_a4bfb38cd70160,DigitalBridge,60,USD,succeeded,2024-02-03,sub_0e67e24c5e,Monthly subscription - Starter Plan,,,
pi_d89e79f585d3da,cus_0c2c7b64957917,Verdant Sys,57,USD,succeeded,2024-02-03,sub_f4dc3e34f6,Monthly subscription - Starter Plan,,,
pi_707fd2d80858c4,cus_f781c020ff2e00,OmniCore,66,AUD,succeeded,2024-02-03,sub_034f5eb7e7,Monthly subscription - Starter Plan,,,
pi_f8007112bd458d,cus_460e467bcc54c2,Wavelength,64,USD,succeeded,2024-02-03,sub_9604100bc0,Monthly subscription - Starter Plan,,,
pi_fb1ed06e9ddf70,cus_4bdda14d2d6aa7,Cortex Auto,56,USD,succeeded,2024-02-03,sub_1867a8071b,Monthly subscription - Starter Plan,,,
pi_d93dfd34ffbc9e,cus_d9fbf396c0c3d6,BioSync,52,USD,succeeded,2024-02-03,sub_6f2a477bb0,Monthly subscription - Starter Plan,,,
pi_7ee627ab910623,cus_53aa5eb0f9eb6e,HealthGrid Inc.,53,USD,succeeded,2024-02-03,sub_7d5a6231b7,Monthly subscription - Starter Plan,,,
pi_905295c29fb87a,cus_1c8cc503d42203,Finova,60,AUD,succeeded,2024-02-03,sub_8d01119f31,Monthly subscription - Starter Plan,,,
pi_738ed73559ae75,cus_65fe531d7e9deb,Rhine Ind.,50,USD,succeeded,2024-02-03,sub_cdfe55943d,Monthly subscription - Starter Plan,,,
pi_26532607f6b8a0,cus_8bccfb746f547d,Pacific Mart,54,JPY,succeeded,2024-02-03,sub_71571c1ef5,Monthly subscription - Starter Plan,,,
pi_aa4f022556b4f7,cus_3c543e2cfb5971,EduNova Group,55,USD,succeeded,2024-02-03,sub_c23a9bafb0,Monthly subscription - Starter Plan,,,
pi_f451b546774fd2,cus_54403fe2e35a9c,Renewable Dyn.,60,USD,succeeded,2024-02-03,sub_a6d0056d24,Monthly subscription - Starter Plan,,,
pi_4328e8e668a5a6,cus_61339e5e193c12,Novatech,61,USD,succeeded,2024-02-04,sub_5b2bbb711f,Monthly subscription - Starter Plan,,,
pi_2eb7293c6dc9d3,cus_8e965c4a5a1ff7,Catalyst Innovation Labs,57,JPY,succeeded,2024-02-04,sub_120663e046,Monthly subscription - Starter Plan,,,
pi_31bf1762cd3050,cus_ghost_5,Cascadia Net,63,AUD,failed,2024-02-04,sub_9b8c80d074,Monthly subscription - Starter Plan,expired_card,,
pi_ee7dad9081c208,cus_ghost_8,Zephyr Analytics Inc.,61,USD,succeeded,2024-02-04,sub_89d85c2c55,Monthly subscription - Starter Plan,,,
pi_4de3d8080155ff,cus_fa516f48fe8eac,CloudPeak,58,USD,succeeded,2024-02-04,sub_16b99e0951,Monthly subscription - Starter Plan,,,
pi_87524686a60452,cus_ca46d5c407c864,Codex,66,USD,succeeded,2024-02-04,sub_d3d6ccf329,Monthly subscription - Starter Plan,,,
pi_1701e3fcc8e637,cus_e0e16b0264d295,Pacific Health,53,JPY,succeeded,2024-02-04,sub_112236cdfd,Monthly subscription - Starter Plan,,,
pi_a5021e2d877a97,cus_2c6d86bb24f217,Fortis Capital,65,USD,succeeded,2024-02-04,sub_42af34ea48,Monthly subscription - Starter Plan,,,
pi_89a394a1bb9719,cus_5dbb4a611e9145,Retail Edge Corp,55,USD,succeeded,2024-02-04,sub_c76073fe72,Monthly subscription - Starter Plan,,,
pi_88a3ecc5b82939,cus_d45952b929bb5d,LearnSphere Inc.,69,USD,succeeded,2024-02-04,sub_1ecde13b6d,Monthly subscription - Starter Plan,,,
pi_86d337ace4f02b,cus_3753939a4f97d8,AcademiQ Solutions,62,AUD,succeeded,2024-02-04,sub_700c2ec393,Monthly subscription - Starter Plan,,,
pi_ab9d8174766231,cus_ac3f0bdf7f4f53,Solaris,51,USD,succeeded,2024-02-04,sub_8c6ddc6466,Monthly subscription - Starter Plan,,,
pi_7dfee2addccb03,cus_d393f6b7110b8b,Kinetic Sys,69,AUD,succeeded,2024-02-04,sub_18a0b19d7a,Monthly subscription - Starter Plan,,,
pi_94ca35bba1ad3f,cus_8493bd819465d4,Meridian Health,66,USD,succeeded,2024-02-05,sub_325dd6bd3a,Monthly subscription - Starter Plan,,,
pi_29dd4eec9f161e,cus_d80d5ae55812c6,Lumin Digital,64,USD,succeeded,2024-02-05,sub_26db10a77a,Monthly subscription - Starter Plan,,,
pi_efe6035080d316,cus_656d3329f31406,Clearview Analytics Inc.,63,USD,succeeded,2024-02-05,sub_cd0cf8da28,Monthly subscription - Starter Plan,,,
pi_3c8f99c00da902,cus_20a9a2d72c1646,Redwood Mfg Corp,67,USD,succeeded,2024-02-05,sub_e620412cfa,Monthly subscription - Starter Plan,,,
pi_fa90fb77d9c9c8,cus_ghost_6,PolarStar Technology,69,USD,succeeded,2024-02-05,sub_c58d63b332,Monthly subscription - Starter Plan,,,
pi_1981bce9fdd246,cus_9020abd1d1f8d9,ByteForge Inc.,66,USD,succeeded,2024-02-05,sub_79bfcc835a,Monthly subscription - Starter Plan,,,
pi_6bc0febc8604b9,cus_da69f8f2ac6cd5,Datastream,66,USD,failed,2024-02-05,sub_082927fb5e,Monthly subscription - Starter Plan,card_declined,,
pi_b9dc1afcfab325,cus_e83048a79b4be7,Silverline Technology,64,USD,succeeded,2024-02-05,sub_ec65755003,Monthly subscription - Starter Plan,,,
pi_080e7b1bde0c08,cus_308ff12808d563,Vanta,55,USD,succeeded,2024-02-05,sub_5b96a14675,Monthly subscription - Starter Plan,,,
pi_3673c209e2d70a,cus_b62736a32e44c9,DragonCloud,60,AUD,succeeded,2024-02-05,sub_08673992b8,Monthly subscription - Starter Plan,,,
pi_dab2c846654c8e,cus_c20373b3e08f3a,EdgePoint,68,JPY,succeeded,2024-02-05,sub_dfdf08b26a,Monthly subscription - Starter Plan,,,
pi_12d6ffa5c8a4d1,cus_4d275f821fb9e6,CarePath,56,USD,succeeded,2024-02-05,sub_7795bb1a56,Monthly subscription - Starter Plan,,,
pi_c6c217e71840a2,cus_8012243767b881,PulsePoint,49,USD,succeeded,2024-02-05,sub_a766b47cb7,Monthly subscription - Starter Plan,,,
pi_93f7360a6e1640,cus_397bd1e727420b,TrustBank,64,USD,succeeded,2024-02-05,sub_ef475056d1,Monthly subscription - Starter Plan,,,
pi_552cc24a309c24,cus_ef28b4e49fb1c9,Forge Ind.,68,USD,succeeded,2024-02-05,sub_6c7e49c596,Monthly subscription - Starter Plan,,,
