ticket_id,account_id,account_name,subject,category,priority,status,created_at,resolved_at,csat_score,agent_name,escalated,tags
TKT-00465,ACC-00046,NUVOLA SRL,Need to change billing contact,Billing,Low,resolved,2024-05-25T22:31:47Z,2024-05-31T05:31:47Z,4,Alex Rivera,false,"billing|payment"
TKT-00466,ACC-00025,BYTEFORGE,Need role-based access controls,Feature Request,Medium,resolved,2024-05-26T01:08:16Z,2024-05-26T11:08:16Z,5,Jordan Lee,false,"feature|api|urgent"
TKT-00467,ACC-00032,ARCUS TECHNOLOGIES,Report generation timeout,Performance,Medium,resolved,2024-05-26T02:35:20Z,2024-05-26T11:35:20Z,3,Casey Wu,false,"performance|export"
TKT-00468,ACC-00084,TRUSTBANK DIGITAL,Zapier integration broken,Integration,Low,open,2024-05-26T02:59:28Z,,,Morgan Kim,false,"integration|api"
TKT-00469,ACC-00108,AcademiQ Solutions,Keyboard shortcuts stopped working,Bug,Low,pending,2024-05-26T03:43:09Z,,,Morgan Kim,false,"bug|search|new-customer"
TKT-00470,ACC-00048,Cloud Vista Inc.,Multi-language support request,Feature Request,Medium,resolved,2024-05-26T06:01:38Z,2024-05-27T07:01:38Z,5,Casey Wu,false,"feature|reporting"
TKT-00471,ACC-00024,IRONCLAD SECURITY,API returns 500 errors,Integration,High,closed,2024-05-26T12:01:35Z,2024-05-31T00:01:35Z,2,Casey Wu,false,"integration|slack"
TKT-00472,ACC-00038,Alpine Data,Date picker shows wrong timezone,Bug,Medium,resolved,2024-05-26T12:42:04Z,2024-05-26T23:42:04Z,2,Casey Wu,false,"bug|ui"
TKT-00473,ACC-00066,NOVACARE DIAGNOSTICS,Rate limit hit on batch operations,Integration,High,resolved,2024-05-26T14:42:08Z,2024-05-26T19:42:08Z,3,Alex Rivera,false,"integration|zapier"
TKT-00474,ACC-00080,FORTIS CAPITAL AG,Search is extremely slow,Performance,Low,resolved,2024-05-26T15:28:06Z,2024-05-27T07:28:06Z,3,Morgan Kim,true,"performance|dashboard|follow-up"
TKT-00475,ACC-00093,ANDEAN MANUFACTURING,Currency conversion question,Billing,Low,open,2024-05-26T19:34:53Z,,,Jordan Lee,false,"billing|tax"
TKT-00476,ACC-00079,Moneta,Want ability to duplicate projects,Feature Request,Medium,closed,2024-05-26T20:42:10Z,2024-05-29T10:42:10Z,4,Alex Rivera,false,"feature|rbac"
TKT-00477,ACC-00077,Sterling Wealth Management,Need consolidated invoice for multiple accounts,Billing,Medium,resolved,2024-05-27T00:13:56Z,2024-05-29T13:13:56Z,2,Alex Rivera,false,"billing|discrepancy|escalated"
TKT-00478,ACC-00076,FIDELITY BRIDGE,Training request for new users,Onboarding,High,resolved,2024-05-27T05:04:50Z,2024-05-28T16:04:50Z,4,Morgan Kim,false,"onboarding|migration"
TKT-00479,ACC-00066,NOVACARE DIAGNOSTICS,Need audit log improvements,Feature Request,Critical,resolved,2024-05-27T06:44:50Z,2024-05-27T18:44:50Z,3,Jordan Lee,false,"feature|mobile"
TKT-00480,ACC-00037,PIXELWAVE,SSO integration needed,Feature Request,Low,open,2024-05-27T10:18:17Z,,,Morgan Kim,false,"feature|sso"
TKT-00481,ACC-00089,EUROFORGE GMBH,Widget not refreshing automatically,Bug,High,pending,2024-05-27T11:55:13Z,,,Casey Wu,false,"bug|export"
TKT-00482,ACC-00116,Renewable Dyn.,GDPR data export request,Security,High,resolved,2024-05-27T12:04:37Z,2024-05-28T01:04:37Z,1,Taylor Chen,false,"security|mfa"
TKT-00483,ACC-00068,Pacific Health,Sorting order reversed after update,Bug,Low,resolved,2024-05-28T02:24:06Z,2024-05-28T15:24:06Z,1,Alex Rivera,false,"bug|backend|recurring"
TKT-00484,ACC-00030,CORESTACK SOLUTIONS,Help with initial data import,Onboarding,Low,open,2024-05-28T05:08:08Z,,,Jordan Lee,false,"onboarding|migration"
TKT-00485,ACC-00068,Pacific Health,SFTP export connection refused,Integration,Low,open,2024-05-28T05:14:07Z,,,Sam Patel,false,"integration|salesforce"
TKT-00486,ACC-00100,Nordic Shops AB,Jira sync missing fields,Integration,Medium,resolved,2024-05-28T07:17:19Z,2024-05-28T13:17:19Z,5,Taylor Chen,false,"integration|sync"
TKT-00487,ACC-00106,BRIGHT MINDS ACADEMY,HubSpot connector timeout,Integration,Low,resolved,2024-05-28T09:53:21Z,2024-05-29T00:53:21Z,1,Casey Wu,false,"integration|salesforce"
TKT-00488,ACC-00097,RETAILEDGE,PDF export formatting broken,Bug,High,resolved,2024-05-28T14:12:49Z,2024-05-29T02:12:49Z,2,Alex Rivera,true,"bug|charts"
TKT-00489,ACC-00037,PIXELWAVE,Browser crashes on large datasets,Bug,Medium,open,2024-05-28T19:15:42Z,,,Alex Rivera,true,"bug|login"
TKT-00490,ACC-00114,SOLARIS ENERGY,Request: scheduled report delivery,Feature Request,Low,resolved,2024-05-28T22:30:39Z,2024-05-29T17:30:39Z,3,Casey Wu,false,"feature|export"
TKT-00491,ACC-00084,TRUSTBANK DIGITAL,Dashboard takes 30s to load,Performance,Low,resolved,2024-05-28T22:54:04Z,2024-06-01T20:54:04Z,,Morgan Kim,false,"performance|timeout"
TKT-00492,ACC-00037,PIXELWAVE,Tax exemption certificate upload,Billing,Low,pending,2024-05-28T23:51:12Z,,,Taylor Chen,false,"billing|invoice"
TKT-00493,ACC-00078,BankTech,Custom report builder feature,Feature Request,High,resolved,2024-05-29T04:01:49Z,2024-05-29T14:01:49Z,2,Jordan Lee,false,"feature|sso"
TKT-00494,ACC-00080,FORTIS CAPITAL AG,Best practices for our use case,Onboarding,Medium,closed,2024-05-29T07:55:09Z,2024-05-30T05:55:09Z,1,Alex Rivera,false,"onboarding|import"
TKT-00495,ACC-00060,MedVantage Health,Session timeout configuration,Security,Medium,resolved,2024-05-29T08:33:41Z,2024-05-30T17:33:41Z,4,Alex Rivera,false,"security|sso|enterprise"
TKT-00496,ACC-00040,NIGHTOWL SOFTWARE,Multi-language support request,Feature Request,High,resolved,2024-05-29T10:18:50Z,2024-05-30T15:18:50Z,2,Alex Rivera,false,"feature|automation"
TKT-00497,ACC-00078,BankTech,Report generation timeout,Performance,Medium,closed,2024-05-29T19:09:37Z,2024-05-30T19:09:37Z,1,Jordan Lee,false,"performance|query"
TKT-00498,ACC-00078,BankTech,Request: API rate limit increase,Feature Request,Low,resolved,2024-05-29T21:13:28Z,2024-06-02T06:13:28Z,4,Sam Patel,false,"feature|reporting|recurring"
TKT-00499,ACC-00088,Steelbridge,Need onboarding session for new hires,Onboarding,Low,resolved,2024-05-29T22:43:20Z,2024-06-04T01:43:20Z,4,Casey Wu,false,"onboarding|training|urgent"
TKT-00500,ACC-00065,AETHER MEDICAL,Charge appeared after cancellation,Billing,High,resolved,2024-05-30T00:27:16Z,2024-06-03T19:27:16Z,,Taylor Chen,false,"billing|refund"
TKT-00501,ACC-00053,LIGHTSPEED INNOVATIONS,Currency conversion question,Billing,High,resolved,2024-05-30T00:34:17Z,2024-06-02T04:34:17Z,1,Morgan Kim,false,"billing|overcharge"
TKT-00502,ACC-00076,FIDELITY BRIDGE,Currency conversion question,Billing,Low,resolved,2024-05-30T07:50:15Z,2024-05-30T15:50:15Z,,Taylor Chen,false,"billing|pricing"
TKT-00503,ACC-00041,Kinetic Sys,User permissions not applying correctly,Bug,Low,resolved,2024-05-30T08:28:22Z,2024-05-30T13:28:22Z,,Casey Wu,false,"bug|search"
TKT-00504,ACC-00081,PACIFIC WEALTH,Zapier integration broken,Integration,Medium,resolved,2024-05-30T14:35:44Z,2024-05-31T16:35:44Z,,Alex Rivera,false,"integration|hubspot|recurring"
TKT-00505,ACC-00028,Silverline Technology,Currency conversion question,Billing,Medium,open,2024-05-30T15:25:01Z,,,Jordan Lee,false,"billing|payment"
TKT-00506,ACC-00068,Pacific Health,Search results not filtering properly,Bug,Low,pending,2024-05-30T19:03:38Z,,,Sam Patel,false,"bug|ui|recurring"
TKT-00507,ACC-00066,NOVACARE DIAGNOSTICS,Concurrent user performance degradation,Performance,Low,pending,2024-05-30T20:08:49Z,,,Casey Wu,false,"performance|slow"
TKT-00508,ACC-00067,CENTRIC HEALTH,Login issues after update,Bug,Medium,open,2024-05-30T23:30:01Z,,,Casey Wu,false,"bug|backend"
TKT-00509,ACC-00093,ANDEAN MANUFACTURING,Custom integration webhook format changed,Integration,High,resolved,2024-05-31T00:18:32Z,2024-06-01T14:18:32Z,5,Sam Patel,false,"integration|hubspot"
TKT-00510,ACC-00088,Steelbridge,Request: custom branding options,Feature Request,Critical,open,2024-05-31T05:00:16Z,,,Sam Patel,false,"feature|integration"
TKT-00511,ACC-00070,Salud,Request for advanced filtering,Feature Request,Medium,closed,2024-05-31T07:08:32Z,2024-06-04T14:08:32Z,,Alex Rivera,false,"feature|automation|escalated"
TKT-00512,ACC-00066,NOVACARE DIAGNOSTICS,Slow loading with large datasets,Performance,Low,resolved,2024-05-31T08:06:04Z,2024-06-01T23:06:04Z,,Jordan Lee,false,"performance|timeout|escalated"
TKT-00513,ACC-00089,EUROFORGE GMBH,Tax exemption certificate upload,Billing,Medium,resolved,2024-05-31T17:41:57Z,2024-06-01T16:41:57Z,2,Sam Patel,false,"billing|payment"
TKT-00514,ACC-00081,PACIFIC WEALTH,Need bulk export feature,Feature Request,High,pending,2024-06-01T09:04:22Z,,,Casey Wu,false,"feature|automation|escalated"
TKT-00515,ACC-00047,DigitalBridge,Invoice discrepancy,Billing,Medium,open,2024-06-01T09:52:26Z,,,Morgan Kim,false,"billing|invoice|new-customer"
TKT-00516,ACC-00037,PIXELWAVE,Need consolidated invoice for multiple accounts,Billing,Low,pending,2024-06-01T14:45:32Z,,,Alex Rivera,false,"billing|discrepancy"
TKT-00517,ACC-00081,PACIFIC WEALTH,HubSpot connector timeout,Integration,Medium,resolved,2024-06-01T15:13:34Z,2024-06-07T14:13:34Z,1,Sam Patel,false,"integration|salesforce|new-customer"
TKT-00518,ACC-00084,TRUSTBANK DIGITAL,Duplicate entries appearing in list view,Bug,Medium,resolved,2024-06-01T19:05:57Z,2024-06-02T07:05:57Z,5,Jordan Lee,false,"bug|mobile"
TKT-00519,ACC-00107,LEARNSPHERE,File upload fails for CSV files,Bug,Medium,resolved,2024-06-01T21:11:18Z,2024-06-07T03:11:18Z,4,Casey Wu,false,"bug|export|new-customer"
TKT-00520,ACC-00046,NUVOLA SRL,Request: custom branding options,Feature Request,Critical,closed,2024-06-01T22:07:38Z,2024-06-06T13:07:38Z,2,Taylor Chen,true,"feature|branding"
TKT-00521,ACC-00069,MedBridge,API latency issues,Performance,Medium,pending,2024-06-02T03:19:57Z,,,Taylor Chen,false,"performance|latency"
TKT-00522,ACC-00096,ShopStream Inc.,Slow page loads,Performance,Low,resolved,2024-06-02T05:26:16Z,2024-06-07T08:26:16Z,4,Alex Rivera,false,"performance|slow"
TKT-00523,ACC-00067,CENTRIC HEALTH,Search results not filtering properly,Bug,Medium,resolved,2024-06-02T06:52:45Z,2024-06-06T06:52:45Z,4,Morgan Kim,false,"bug|export"
TKT-00524,ACC-00084,TRUSTBANK DIGITAL,Custom dashboard widgets,Feature Request,Low,resolved,2024-06-02T08:55:49Z,2024-06-08T00:55:49Z,2,Taylor Chen,false,"feature|api"
TKT-00525,ACC-00080,FORTIS CAPITAL AG,Data migration from competitor product,Onboarding,Critical,resolved,2024-06-02T09:22:18Z,2024-06-03T21:22:18Z,,Casey Wu,false,"onboarding|training"
TKT-00526,ACC-00061,CarePath,Duplicate entries appearing in list view,Bug,High,resolved,2024-06-02T11:39:19Z,2024-06-04T06:39:19Z,2,Morgan Kim,false,"bug|search"
TKT-00527,ACC-00109,EduNova Group,GraphQL endpoint returning null,Integration,Low,pending,2024-06-02T12:55:20Z,,,Alex Rivera,false,"integration|jira"
TKT-00528,ACC-00088,Steelbridge,Question about prorated charges,Billing,Critical,open,2024-06-02T16:43:01Z,,,Alex Rivera,false,"billing|overcharge"
TKT-00529,ACC-00112,LUMINA BROADCASTING,Login issues after update,Bug,High,closed,2024-06-02T17:45:24Z,2024-06-04T13:45:24Z,2,Casey Wu,true,"bug|permissions"
TKT-00530,ACC-00063,BIOSYNC MEDICAL,Webhook delivery issues,Integration,Low,closed,2024-06-02T19:18:10Z,2024-06-03T07:18:10Z,1,Jordan Lee,false,"integration|slack|follow-up"
TKT-00531,ACC-00069,MedBridge,Payment failed - card on file is valid,Billing,Low,resolved,2024-06-02T20:08:54Z,2024-06-03T04:08:54Z,,Taylor Chen,false,"billing|pricing"
TKT-00532,ACC-00097,RETAILEDGE,PDF export formatting broken,Bug,Low,resolved,2024-06-02T20:31:43Z,2024-06-03T11:31:43Z,4,Alex Rivera,false,"bug|regression"
TKT-00533,ACC-00096,ShopStream Inc.,Custom report builder feature,Feature Request,Medium,pending,2024-06-02T21:08:29Z,,,Alex Rivera,false,"feature|sso|enterprise"
TKT-00534,ACC-00032,ARCUS TECHNOLOGIES,Notification emails not being sent,Bug,Medium,pending,2024-06-02T21:26:01Z,,,Sam Patel,false,"bug|backend"
TKT-00535,ACC-00087,Precision Dynamics Corp,Discount code not applied,Billing,Low,resolved,2024-06-02T22:42:58Z,2024-06-04T06:42:58Z,4,Jordan Lee,false,"billing|cancellation"
TKT-00536,ACC-00041,Kinetic Sys,Charts showing wrong data,Bug,Medium,resolved,2024-06-02T22:50:21Z,2024-06-03T09:50:21Z,4,Sam Patel,false,"bug|mobile|recurring"
TKT-00537,ACC-00112,LUMINA BROADCASTING,Data retention question,Security,Critical,resolved,2024-06-03T01:19:58Z,2024-06-08T21:19:58Z,3,Morgan Kim,false,"security|access"
TKT-00538,ACC-00068,Pacific Health,Zapier integration broken,Integration,Low,pending,2024-06-03T01:49:56Z,,,Sam Patel,false,"integration|slack"
TKT-00539,ACC-00100,Nordic Shops AB,Help configuring SSO for first time,Onboarding,Low,resolved,2024-06-03T02:31:21Z,2024-06-04T14:31:21Z,1,Alex Rivera,false,"onboarding|migration"
TKT-00540,ACC-00089,EUROFORGE GMBH,Need to review access logs,Security,Medium,resolved,2024-06-03T04:28:08Z,2024-06-03T19:28:08Z,5,Jordan Lee,false,"security|sso|escalated"
TKT-00541,ACC-00055,FLUXTECH,Question about annual pricing,Billing,Low,resolved,2024-06-03T10:48:15Z,2024-06-03T19:48:15Z,3,Sam Patel,false,"billing|invoice"
TKT-00542,ACC-00074,PULSEPOINT HEALTH,Training request for new users,Onboarding,High,resolved,2024-06-03T15:20:38Z,2024-06-03T21:20:38Z,4,Alex Rivera,false,"onboarding|import|recurring"
TKT-00543,ACC-00094,Ironworks,Date picker shows wrong timezone,Bug,High,resolved,2024-06-03T17:07:59Z,2024-06-07T07:07:59Z,2,Alex Rivera,false,"bug|search|enterprise"
TKT-00544,ACC-00023,NEBULA SYSTEMS,Team roles and permissions setup,Onboarding,Medium,open,2024-06-03T20:21:43Z,,,Sam Patel,false,"onboarding|training"
TKT-00545,ACC-00099,EUROPA RETAIL GROUP,Need audit log improvements,Feature Request,High,closed,2024-06-03T20:56:31Z,2024-06-09T03:56:31Z,2,Alex Rivera,false,"feature|automation|new-customer"
TKT-00546,ACC-00084,TRUSTBANK DIGITAL,Slack notifications not working,Integration,Medium,resolved,2024-06-03T22:50:39Z,2024-06-04T04:50:39Z,3,Jordan Lee,false,"integration|api"
TKT-00547,ACC-00078,BankTech,Slack notifications not working,Integration,High,resolved,2024-06-03T23:25:16Z,2024-06-04T08:25:16Z,5,Casey Wu,false,"integration|salesforce"
TKT-00548,ACC-00055,FLUXTECH,Confused about workspace setup,Onboarding,High,resolved,2024-06-04T06:45:11Z,2024-06-04T14:45:11Z,4,Taylor Chen,false,"onboarding|setup"
TKT-00549,ACC-00102,BAZAARTECH,Data migration from competitor product,Onboarding,High,open,2024-06-04T14:43:40Z,,,Sam Patel,false,"onboarding|import"
TKT-00550,ACC-00101,PACIFICMART,Migration from old system,Onboarding,High,resolved,2024-06-04T15:18:39Z,2024-06-06T13:18:39Z,4,Alex Rivera,false,"onboarding|configuration"
TKT-00551,ACC-00031,Pulse Analytics Inc.,Dark mode support request,Feature Request,Medium,pending,2024-06-04T17:28:45Z,,,Casey Wu,false,"feature|sso|enterprise"
TKT-00552,ACC-00092,Pacifica Ind,Query timeout on analytics page,Performance,High,resolved,2024-06-04T21:35:47Z,2024-06-05T13:35:47Z,5,Taylor Chen,false,"performance|bulk"
TKT-00553,ACC-00028,Silverline Technology,Login issues after update,Bug,High,resolved,2024-06-05T01:17:16Z,2024-06-05T09:17:16Z,1,Sam Patel,false,"bug|critical"
TKT-00554,ACC-00103,MERCADO ONLINE,API pagination returning duplicates,Integration,Medium,open,2024-06-05T06:01:37Z,,,Alex Rivera,false,"integration|slack"
TKT-00555,ACC-00075,Apex Capital Group,Request: custom branding options,Feature Request,Medium,resolved,2024-06-05T08:39:00Z,2024-06-05T20:39:00Z,5,Morgan Kim,false,"feature|api"
TKT-00556,ACC-00040,NIGHTOWL SOFTWARE,Login issues after update,Bug,Medium,resolved,2024-06-05T10:17:54Z,2024-06-07T17:17:54Z,1,Taylor Chen,true,"bug|charts"
TKT-00557,ACC-00085,Forge Ind.,Error 500 when saving settings,Bug,Low,resolved,2024-06-05T10:20:59Z,2024-06-10T05:20:59Z,4,Jordan Lee,false,"bug|export"
TKT-00558,ACC-00059,CORTEX AUTOMATION,Sorting order reversed after update,Bug,Low,open,2024-06-06T01:17:15Z,,,Taylor Chen,false,"bug|charts"
TKT-00559,ACC-00065,AETHER MEDICAL,Zapier integration broken,Integration,Medium,resolved,2024-06-06T02:09:14Z,2024-06-06T12:09:14Z,2,Jordan Lee,false,"integration|slack"
TKT-00560,ACC-00055,FLUXTECH,GraphQL endpoint returning null,Integration,High,resolved,2024-06-06T04:18:21Z,2024-06-06T10:18:21Z,5,Morgan Kim,true,"integration|sync"
TKT-00561,ACC-00043,DragonCloud,SFTP export connection refused,Integration,Critical,open,2024-06-06T05:40:28Z,,,Morgan Kim,false,"integration|api"
TKT-00562,ACC-00087,Precision Dynamics Corp,Want ability to duplicate projects,Feature Request,Medium,resolved,2024-06-06T05:42:40Z,2024-06-07T20:42:40Z,4,Sam Patel,false,"feature|automation"
TKT-00563,ACC-00056,SAPIENT DIGITAL,Need webhook support for events,Feature Request,Low,resolved,2024-06-06T11:48:00Z,2024-06-12T02:48:00Z,1,Morgan Kim,false,"feature|reporting"
TKT-00564,ACC-00088,Steelbridge,Need webhook support for events,Feature Request,Low,resolved,2024-06-06T19:41:00Z,2024-06-09T20:41:00Z,5,Alex Rivera,false,"feature|export"
TKT-00565,ACC-00104,BEACON RETAIL,Query timeout on analytics page,Performance,Medium,resolved,2024-06-06T20:48:51Z,2024-06-07T05:48:51Z,5,Sam Patel,false,"performance|query"
TKT-00566,ACC-00045,AURORATECH,Custom integration webhook format changed,Integration,High,resolved,2024-06-06T21:06:39Z,2024-06-07T03:06:39Z,1,Taylor Chen,false,"integration|jira"
TKT-00567,ACC-00047,DigitalBridge,Refund request for downgrade,Billing,Critical,resolved,2024-06-07T01:50:23Z,2024-06-07T13:50:23Z,3,Sam Patel,false,"billing|overcharge"
TKT-00568,ACC-00032,ARCUS TECHNOLOGIES,Need invoice with VAT number,Billing,High,resolved,2024-06-07T02:35:57Z,2024-06-08T20:35:57Z,,Jordan Lee,true,"billing|discrepancy|recurring"
TKT-00569,ACC-00025,BYTEFORGE,Currency conversion question,Billing,Medium,resolved,2024-06-07T03:08:09Z,2024-06-08T14:08:09Z,,Morgan Kim,false,"billing|refund"
TKT-00570,ACC-00061,CarePath,Broken pagination in reports,Bug,Medium,resolved,2024-06-07T05:29:58Z,2024-06-12T19:29:58Z,4,Sam Patel,false,"bug|mobile"
TKT-00571,ACC-00080,FORTIS CAPITAL AG,Report generation timeout,Performance,Critical,pending,2024-06-07T09:48:28Z,,,Casey Wu,false,"performance|query|enterprise"
TKT-00572,ACC-00042,ZENITHAI,Dashboard not loading,Bug,Low,closed,2024-06-07T23:13:46Z,2024-06-11T01:13:46Z,4,Taylor Chen,false,"bug|permissions"
TKT-00573,ACC-00079,Moneta,Charge appeared after cancellation,Billing,High,resolved,2024-06-07T23:15:51Z,2024-06-08T07:15:51Z,3,Morgan Kim,false,"billing|payment"
TKT-00574,ACC-00047,DigitalBridge,Sorting order reversed after update,Bug,Low,pending,2024-06-08T06:14:34Z,,,Casey Wu,true,"bug|charts"
TKT-00575,ACC-00039,ORBIS TECH,Need onboarding session for new hires,Onboarding,Medium,resolved,2024-06-08T09:30:37Z,2024-06-08T14:30:37Z,1,Alex Rivera,false,"onboarding|training"
TKT-00576,ACC-00085,Forge Ind.,Team roles and permissions setup,Onboarding,Medium,pending,2024-06-08T16:32:37Z,,,Alex Rivera,false,"onboarding|training|recurring"
TKT-00577,ACC-00048,Cloud Vista Inc.,Need security whitepaper,Security,High,pending,2024-06-08T22:19:27Z,,,Morgan Kim,true,"security|mfa"
TKT-00578,ACC-00032,ARCUS TECHNOLOGIES,Need help setting up team,Onboarding,Medium,open,2024-06-08T23:32:23Z,,,Taylor Chen,false,"onboarding|training|urgent"
TKT-00579,ACC-00033,TERRAFORM LABS,Want ability to duplicate projects,Feature Request,High,open,2024-06-09T03:38:09Z,,,Jordan Lee,false,"feature|sso|urgent"
TKT-00580,ACC-00087,Precision Dynamics Corp,Billing cycle confusion,Billing,Medium,open,2024-06-09T15:02:36Z,,,Sam Patel,false,"billing|refund|escalated"
TKT-00581,ACC-00100,Nordic Shops AB,Invoice discrepancy,Billing,High,pending,2024-06-09T15:34:15Z,,,Sam Patel,false,"billing|refund"
TKT-00582,ACC-00033,TERRAFORM LABS,Bulk operations timing out,Performance,High,pending,2024-06-09T15:44:44Z,,,Sam Patel,false,"performance|bulk"
TKT-00583,ACC-00097,RETAILEDGE,REST API authentication failing,Integration,High,resolved,2024-06-09T18:50:58Z,2024-06-12T07:50:58Z,2,Jordan Lee,false,"integration|salesforce"
TKT-00584,ACC-00063,BIOSYNC MEDICAL,Data retention question,Security,Medium,pending,2024-06-09T21:55:10Z,,,Alex Rivera,false,"security|mfa"
TKT-00585,ACC-00035,Codex,Multi-language support request,Feature Request,High,closed,2024-06-10T00:18:04Z,2024-06-10T10:18:04Z,5,Sam Patel,false,"feature|ui"
TKT-00586,ACC-00076,FIDELITY BRIDGE,Webhook delivery issues,Integration,High,resolved,2024-06-10T01:20:59Z,2024-06-13T17:20:59Z,3,Jordan Lee,false,"integration|oauth"
TKT-00587,ACC-00108,AcademiQ Solutions,Discount code not applied,Billing,Low,pending,2024-06-10T04:51:21Z,,,Alex Rivera,true,"billing|payment"
TKT-00588,ACC-00108,AcademiQ Solutions,Refund request for downgrade,Billing,Low,pending,2024-06-10T08:34:08Z,,,Morgan Kim,false,"billing|overcharge|enterprise"
TKT-00589,ACC-00066,NOVACARE DIAGNOSTICS,Invoice discrepancy,Billing,Medium,resolved,2024-06-10T14:47:16Z,2024-06-15T14:47:16Z,,Casey Wu,false,"billing|tax"
TKT-00590,ACC-00023,NEBULA SYSTEMS,Team roles and permissions setup,Onboarding,Low,resolved,2024-06-10T15:33:08Z,2024-06-13T15:33:08Z,2,Sam Patel,false,"onboarding|import"
TKT-00591,ACC-00113,RISING SUN MEDIA,MFA setup issues,Security,Low,resolved,2024-06-10T17:04:06Z,2024-06-12T09:04:06Z,5,Sam Patel,false,"security|mfa"
TKT-00592,ACC-00046,NUVOLA SRL,Need to change billing contact,Billing,High,resolved,2024-06-10T17:28:38Z,2024-06-14T11:28:38Z,1,Alex Rivera,false,"billing|refund"
TKT-00593,ACC-00098,FreshMarket,Request: scheduled report delivery,Feature Request,Medium,pending,2024-06-10T20:18:00Z,,,Sam Patel,false,"feature|integration|urgent"
TKT-00594,ACC-00093,ANDEAN MANUFACTURING,Data retention question,Security,Medium,pending,2024-06-11T04:23:04Z,,,Morgan Kim,false,"security|audit|new-customer"
TKT-00595,ACC-00035,Codex,PDF export formatting broken,Bug,High,resolved,2024-06-11T05:54:50Z,2024-06-12T02:54:50Z,3,Morgan Kim,false,"bug|export"
TKT-00596,ACC-00032,ARCUS TECHNOLOGIES,Jira sync missing fields,Integration,High,resolved,2024-06-11T06:11:20Z,2024-06-13T04:11:20Z,4,Taylor Chen,false,"integration|hubspot"
TKT-00597,ACC-00042,ZENITHAI,Multi-language support request,Feature Request,Low,resolved,2024-06-11T14:56:38Z,2024-06-11T19:56:38Z,3,Taylor Chen,false,"feature|ui"
TKT-00598,ACC-00029,NEXTERA DIGITAL,API latency issues,Performance,Critical,resolved,2024-06-11T16:10:23Z,2024-06-12T14:10:23Z,2,Sam Patel,false,"performance|query"
TKT-00599,ACC-00046,NUVOLA SRL,Help with initial data import,Onboarding,Critical,closed,2024-06-11T20:44:49Z,2024-06-17T08:44:49Z,2,Taylor Chen,false,"onboarding|setup"
TKT-00600,ACC-00083,LatAm Financial Services,API returns 500 errors,Integration,Medium,resolved,2024-06-12T01:46:38Z,2024-06-12T16:46:38Z,,Sam Patel,false,"integration|hubspot"
TKT-00601,ACC-00066,NOVACARE DIAGNOSTICS,User permissions not applying correctly,Bug,Low,closed,2024-06-12T01:50:03Z,2024-06-12T09:50:03Z,3,Morgan Kim,false,"bug|mobile|urgent"
TKT-00602,ACC-00023,NEBULA SYSTEMS,Need to update payment method,Billing,Critical,resolved,2024-06-12T15:14:08Z,2024-06-13T09:14:08Z,2,Casey Wu,false,"billing|urgent"
TKT-00603,ACC-00046,NUVOLA SRL,Custom integration webhook format changed,Integration,Medium,pending,2024-06-12T20:14:06Z,,,Casey Wu,false,"integration|zapier"
TKT-00604,ACC-00078,BankTech,How to set up automated workflows,Onboarding,Medium,pending,2024-06-13T00:32:20Z,,,Jordan Lee,false,"onboarding|import"
TKT-00605,ACC-00111,Spectrum,Receipt not received for last payment,Billing,Low,resolved,2024-06-13T00:41:46Z,2024-06-13T21:41:46Z,4,Taylor Chen,false,"billing|tax"
TKT-00606,ACC-00102,BAZAARTECH,REST API authentication failing,Integration,Medium,resolved,2024-06-13T01:59:17Z,2024-06-13T22:59:17Z,5,Alex Rivera,false,"integration|zapier|urgent"
TKT-00607,ACC-00046,NUVOLA SRL,PDF export formatting broken,Bug,Medium,resolved,2024-06-13T05:30:04Z,2024-06-17T17:30:04Z,5,Sam Patel,true,"bug|critical|enterprise"
TKT-00608,ACC-00066,NOVACARE DIAGNOSTICS,Request: scheduled report delivery,Feature Request,High,resolved,2024-06-13T11:15:35Z,2024-06-14T14:15:35Z,1,Alex Rivera,false,"feature|branding"
TKT-00609,ACC-00066,NOVACARE DIAGNOSTICS,REST API authentication failing,Integration,Critical,pending,2024-06-13T11:27:32Z,,,Casey Wu,false,"integration|api|recurring"
TKT-00610,ACC-00025,BYTEFORGE,GraphQL endpoint returning null,Integration,Low,resolved,2024-06-13T13:41:02Z,2024-06-14T00:41:02Z,2,Alex Rivera,false,"integration|webhook"
TKT-00611,ACC-00115,GreenVolt Power,SSO certificate renewal help,Security,Low,resolved,2024-06-13T13:45:12Z,2024-06-16T14:45:12Z,3,Jordan Lee,false,"security|gdpr"
TKT-00612,ACC-00062,Vitality Health,Request: scheduled report delivery,Feature Request,Medium,resolved,2024-06-13T18:23:07Z,2024-06-16T20:23:07Z,5,Casey Wu,false,"feature|branding"
TKT-00613,ACC-00118,VANGUARD ADVISORY,PDF export formatting broken,Bug,High,resolved,2024-06-13T20:03:43Z,2024-06-16T08:03:43Z,1,Taylor Chen,true,"bug|search"
TKT-00614,ACC-00027,CloudPeak,Penetration test results request,Security,Medium,open,2024-06-13T20:07:44Z,,,Morgan Kim,false,"security|access|urgent"
TKT-00615,ACC-00042,ZENITHAI,Help with initial data import,Onboarding,High,pending,2024-06-13T23:33:30Z,,,Jordan Lee,false,"onboarding|migration|escalated"
